Date,Base Currency,Target Currency,Exchange Rate
2022-06-28,USD,IDR,14861
2022-06-28,USD,ILS,3.43463
2022-06-28,USD,IMP,0.820508
2022-06-28,USD,INR,79.073449
2022-06-28,USD,IQD,1459.765487
2022-06-28,USD,IRR,42350
2022-06-28,USD,ISK,132.97
2022-06-28,USD,JEP,0.820508
2022-06-28,USD,JMD,150.750232
2022-06-28,USD,JOD,0.709
2022-06-28,USD,JPY,136.0475
2022-06-28,USD,KES,117.820033
2022-06-28,USD,KGS,79.500149
2022-06-28,USD,KHR,4067.644606
2022-06-28,USD,KMF,464.624972
2022-06-28,USD,KPW,900
2022-06-28,USD,KRW,1292.395
2022-06-28,USD,KWD,0.30689
2022-06-28,USD,KYD,0.833546
2022-06-28,USD,KZT,459.330038
2022-06-28,USD,LAK,14898.770997
2022-06-28,USD,LBP,1512.502672
2022-06-28,USD,LKR,360.061394
2022-06-28,USD,LRD,152.499988
2022-06-28,USD,LSL,15.946486
2022-06-28,USD,LYD,4.812745
2022-06-28,USD,MAD,10.035173
2022-06-28,USD,MDL,19.100449
2022-06-28,USD,MGA,4075.695776
2022-06-28,USD,MKD,58.558814
2022-06-28,USD,MMK,1851.813305
2022-06-28,USD,MNT,3127.2388
2022-06-28,USD,MOP,8.084243
2022-06-28,USD,MRU,36.526261
2022-06-28,USD,MUR,44.953536
2022-06-28,USD,MVR,15.35
2022-06-28,USD,MWK,1019.66304
2022-06-28,USD,MXN,20.1515
2022-06-28,USD,MYR,4.397
2022-06-28,USD,MZN,63.875002
2022-06-28,USD,NAD,15.84
2022-06-28,USD,NGN,415.098898
2022-06-28,USD,NIO,35.861581
2022-06-28,USD,NOK,9.821722
2022-06-28,USD,NPR,125.982137
2022-06-28,USD,NZD,1.603635
2022-06-28,USD,OMR,0.385011
2022-06-28,USD,PAB,1
2022-06-28,USD,PEN,3.776958
2022-06-28,USD,PGK,3.569433
2022-06-28,USD,PHP,54.739996
2022-06-28,USD,PKR,205.784962
2022-06-28,USD,PLN,4.464915
2022-06-28,USD,PYG,6867.234496
2022-06-28,USD,QAR,3.655557
2022-06-28,USD,RON,4.7002
2022-06-28,USD,RSD,111.632695
2022-06-28,USD,RUB,53.749898
2022-06-28,USD,RWF,1022.644553
2022-06-28,USD,SAR,3.753064
2022-06-28,USD,SBD,8.159969
2022-06-28,USD,SCR,12.824143
2022-06-28,USD,SDG,456.5
2022-06-28,USD,SEK,10.152495
2022-06-28,USD,SGD,1.3876
2022-06-28,USD,SHP,0.820508
2022-06-28,USD,SLL,13150.4
2022-06-28,USD,SOS,578.641503
2022-06-28,USD,SRD,22.224
2022-06-28,USD,SSP,130.26
2022-06-28,USD,STD,21980.490504
2022-06-28,USD,STN,23.5
2022-06-28,USD,SVC,8.752423
2022-06-28,USD,SYP,2512.53
2022-06-28,USD,SZL,15.947242
2022-06-28,USD,THB,35.18
2022-06-28,USD,TJS,10.586111
2022-06-28,USD,TMT,3.51
2022-06-28,USD,TND,3.074
2022-06-28,USD,TOP,2.337971
2022-06-28,USD,TRY,16.6293
2022-06-28,USD,TTD,6.788824
2022-06-28,USD,TWD,29.7187
2022-06-28,USD,TZS,2332
2022-06-28,USD,UAH,29.548717
2022-06-28,USD,UGX,3762.614909
2022-06-28,USD,USD,1
2022-06-28,USD,UYU,39.50078
2022-06-28,USD,UZS,10802.273435
2022-06-28,USD,VES,5.47155
2022-06-28,USD,VND,23261.224799
2022-06-28,USD,VUV,116.804417
2022-06-28,USD,WST,2.663926
2022-06-28,USD,XAF,623.266676
2022-06-28,USD,XAG,0.04802993
2022-06-28,USD,XAU,0.00054992
2022-06-28,USD,XCD,2.70255
2022-06-28,USD,XDR,0.730455
2022-06-28,USD,XOF,623.266676
2022-06-28,USD,XPD,0.00053264
2022-06-28,USD,XPF,113.384716
2022-06-28,USD,XPT,0.00109563
2022-06-28,USD,YER,250.249937
2022-06-28,USD,ZAR,16.077401
2022-06-28,USD,ZMW,17.102917
2022-06-28,USD,ZWL,322
2022-06-29,USD,AED,3.6731
2022-06-29,USD,AFN,88.216295
2022-06-29,USD,ALL,113.167247
2022-06-29,USD,AMD,407.968353
2022-06-29,USD,ANG,1.801195
2022-06-29,USD,AOA,427.82305
2022-06-29,USD,ARS,125.051008
2022-06-29,USD,AUD,1.453849
2022-06-29,USD,AWG,1.7975
2022-06-29,USD,AZN,1.7
2022-06-29,USD,BAM,1.857953
2022-06-29,USD,BBD,2
2022-06-29,USD,BDT,93.399366
2022-06-29,USD,BGN,1.871749
2022-06-29,USD,BHD,0.376968
2022-06-29,USD,BIF,2057.010277
2022-06-29,USD,BMD,1
2022-06-29,USD,BND,1.388237
2022-06-29,USD,BOB,6.871295
2022-06-29,USD,BRL,5.1825
2022-06-29,USD,BSD,1
2022-06-29,USD,BTC,4.9798235e-05
2022-06-29,USD,BTN,78.934971
2022-06-29,USD,BWP,12.293764
2022-06-29,USD,BYN,3.374593
2022-06-29,USD,BZD,2.014649
2022-06-29,USD,CAD,1.288407
2022-06-29,USD,CDF,1999.222896
2022-06-29,USD,CHF,0.954202
2022-06-29,USD,CLF,0.033588
2022-06-29,USD,CLP,926.8
2022-06-29,USD,CNH,6.704186
2022-06-29,USD,CNY,6.7008
2022-06-29,USD,COP,4125.373159
2022-06-29,USD,CRC,686.112723
2022-06-29,USD,CUC,1
2022-06-29,USD,CUP,25.75
2022-06-29,USD,CVE,104.35
2022-06-29,USD,CZK,23.681928
2022-06-29,USD,DJF,177.91568
2022-06-29,USD,DKK,7.122393
2022-06-29,USD,DOP,54.527924
2022-06-29,USD,DZD,146.55754
2022-06-29,USD,EGP,18.7997
2022-06-29,USD,ERN,15.000001
2022-06-29,USD,ETB,52.122558
2022-06-29,USD,EUR,0.957314
2022-06-29,USD,FJD,2.2022
2022-06-29,USD,FKP,0.824455
2022-06-29,USD,GBP,0.824455
2022-06-29,USD,GEL,2.94
2022-06-29,USD,GGP,0.824455
2022-06-29,USD,GHS,7.950299
2022-06-29,USD,GIP,0.824455
2022-06-29,USD,GMD,54.09
2022-06-29,USD,GNF,8681.814149
2022-06-29,USD,GTQ,7.74796
2022-06-29,USD,GYD,209.102772
2022-06-29,USD,HKD,7.846169
2022-06-29,USD,HNL,24.563737
2022-06-29,USD,HRK,7.2071
2022-06-29,USD,HTG,115.155486
2022-06-29,USD,HUF,376.805
2022-06-29,USD,IDR,14880.5
2022-06-29,USD,ILS,3.459725
2022-06-29,USD,IMP,0.824455
2022-06-29,USD,INR,78.8985
2022-06-29,USD,IQD,1458.710661
2022-06-29,USD,IRR,42350
2022-06-29,USD,ISK,133.54
2022-06-29,USD,JEP,0.824455
2022-06-29,USD,JMD,150.533889
2022-06-29,USD,JOD,0.709
2022-06-29,USD,JPY,136.62226766
2022-06-29,USD,KES,117.788398
2022-06-29,USD,KGS,79.499344
2022-06-29,USD,KHR,4065.794884
2022-06-29,USD,KMF,464.624972
2022-06-29,USD,KPW,900
2022-06-29,USD,KRW,1302.055
2022-06-29,USD,KWD,0.306639
2022-06-29,USD,KYD,0.832953
2022-06-29,USD,KZT,467.972731
2022-06-29,USD,LAK,15008.498826
2022-06-29,USD,LBP,1511.153263
2022-06-29,USD,LKR,359.808488
2022-06-29,USD,LRD,152.499988
2022-06-29,USD,LSL,16.120511
2022-06-29,USD,LYD,4.805403
2022-06-29,USD,MAD,10.10611
2022-06-29,USD,MDL,19.098633
2022-06-29,USD,MGA,4072.617252
2022-06-29,USD,MKD,58.779761
2022-06-29,USD,MMK,1850.522019
2022-06-29,USD,MNT,3127.2388
2022-06-29,USD,MOP,8.07864
2022-06-29,USD,MRU,36.288936
2022-06-29,USD,MUR,44.89542
2022-06-29,USD,MVR,15.35
2022-06-29,USD,MWK,1025.811612
2022-06-29,USD,MXN,20.135938
2022-06-29,USD,MYR,4.3998
2022-06-29,USD,MZN,63.875002
2022-06-29,USD,NAD,15.84
2022-06-29,USD,NGN,414.927093
2022-06-29,USD,NIO,35.835613
2022-06-29,USD,NOK,9.887757
2022-06-29,USD,NPR,126.296989
2022-06-29,USD,NZD,1.606964
2022-06-29,USD,OMR,0.38499
2022-06-29,USD,PAB,1
2022-06-29,USD,PEN,3.78819
2022-06-29,USD,PGK,3.56697
2022-06-29,USD,PHP,54.980004
2022-06-29,USD,PKR,204.891047
2022-06-29,USD,PLN,4.469687
2022-06-29,USD,PYG,6853.830871
2022-06-29,USD,QAR,3.666401
2022-06-29,USD,RON,4.7318
2022-06-29,USD,RSD,112.466128
2022-06-29,USD,RUB,52.500102
2022-06-29,USD,RWF,1021.666588
2022-06-29,USD,SAR,3.752059
2022-06-29,USD,SBD,8.159969
2022-06-29,USD,SCR,13.153688
2022-06-29,USD,SDG,456.5
2022-06-29,USD,SEK,10.234356
2022-06-29,USD,SGD,1.392719
2022-06-29,USD,SHP,0.824455
2022-06-29,USD,SLL,13150.4
2022-06-29,USD,SOS,578.179497
2022-06-29,USD,SRD,22.253
2022-06-29,USD,SSP,130.26
2022-06-29,USD,STD,21980.490504
2022-06-29,USD,STN,23.5
2022-06-29,USD,SVC,8.74563
2022-06-29,USD,SYP,2512.53
2022-06-29,USD,SZL,16.115096
2022-06-29,USD,THB,35.17534
2022-06-29,USD,TJS,9.694307
2022-06-29,USD,TMT,3.51
2022-06-29,USD,TND,3.074
2022-06-29,USD,TOP,2.344013
2022-06-29,USD,TRY,16.60501
2022-06-29,USD,TTD,6.792446
2022-06-29,USD,TWD,29.739599
2022-06-29,USD,TZS,2333
2022-06-29,USD,UAH,29.506312
2022-06-29,USD,UGX,3757.784108
2022-06-29,USD,USD,1
2022-06-29,USD,UYU,39.502386
2022-06-29,USD,UZS,10853.796593
2022-06-29,USD,VES,5.47155
2022-06-29,USD,VND,23270
2022-06-29,USD,VUV,116.804417
2022-06-29,USD,WST,2.663926
2022-06-29,USD,XAF,627.956774
2022-06-29,USD,XAG,0.04818813
2022-06-29,USD,XAU,0.00054978
2022-06-29,USD,XCD,2.70255
2022-06-29,USD,XDR,0.731803
2022-06-29,USD,XOF,627.956774
2022-06-29,USD,XPD,0.00050824
2022-06-29,USD,XPF,114.237939
2022-06-29,USD,XPT,0.00108663
2022-06-29,USD,YER,250.249937
2022-06-29,USD,ZAR,16.226686
2022-06-29,USD,ZMW,17.115173
2022-06-29,USD,ZWL,322
2022-06-30,USD,AED,3.6731
2022-06-30,USD,AFN,87.765255
2022-06-30,USD,ALL,114.575459
2022-06-30,USD,AMD,406.999968
2022-06-30,USD,ANG,1.801831
2022-06-30,USD,AOA,428.2086
2022-06-30,USD,ARS,125.190133
2022-06-30,USD,AUD,1.449792
2022-06-30,USD,AWG,1.7975
2022-06-30,USD,AZN,1.7
2022-06-30,USD,BAM,1.880109
2022-06-30,USD,BBD,2
2022-06-30,USD,BDT,93.454823
2022-06-30,USD,BGN,1.86557
2022-06-30,USD,BHD,0.377033
2022-06-30,USD,BIF,2057.79939
2022-06-30,USD,BMD,1
2022-06-30,USD,BND,1.392036
2022-06-30,USD,BOB,6.883468
2022-06-30,USD,BRL,5.253499
2022-06-30,USD,BSD,1
2022-06-30,USD,BTC,5.0696438e-05
2022-06-30,USD,BTN,78.856739
2022-06-30,USD,BWP,12.389032
2022-06-30,USD,BYN,3.375838
2022-06-30,USD,BZD,2.015236
2022-06-30,USD,CAD,1.28729
2022-06-30,USD,CDF,1998.770459
2022-06-30,USD,CHF,0.955146
2022-06-30,USD,CLF,0.033224
2022-06-30,USD,CLP,919.21428
2022-06-30,USD,CNH,6.698655
2022-06-30,USD,CNY,6.6992
2022-06-30,USD,COP,4086.693864
2022-06-30,USD,CRC,686.337512
2022-06-30,USD,CUC,1
2022-06-30,USD,CUP,25.75
2022-06-30,USD,CVE,104.972529
2022-06-30,USD,CZK,23.607
2022-06-30,USD,DJF,177.981755
2022-06-30,USD,DKK,7.097589
2022-06-30,USD,DOP,54.648048
2022-06-30,USD,DZD,146.328883
2022-06-30,USD,EGP,18.8029
2022-06-30,USD,ERN,15.000001
2022-06-30,USD,ETB,52.143323
2022-06-30,USD,EUR,0.95434
2022-06-30,USD,FJD,2.2164
2022-06-30,USD,FKP,0.822358
2022-06-30,USD,GBP,0.822358
2022-06-30,USD,GEL,2.939883
2022-06-30,USD,GGP,0.822358
2022-06-30,USD,GHS,8.068096
2022-06-30,USD,GIP,0.822358
2022-06-30,USD,GMD,54.090042
2022-06-30,USD,GNF,8684.873351
2022-06-30,USD,GTQ,7.75091
2022-06-30,USD,GYD,209.165834
2022-06-30,USD,HKD,7.84745
2022-06-30,USD,HNL,24.573547
2022-06-30,USD,HRK,7.1878
2022-06-30,USD,HTG,114.925531
2022-06-30,USD,HUF,378.41995
2022-06-30,USD,IDR,14957.5
2022-06-30,USD,ILS,3.500925
2022-06-30,USD,IMP,0.822358
2022-06-30,USD,INR,78.963247
2022-06-30,USD,IQD,1459.199954
2022-06-30,USD,IRR,42349.999942
2022-06-30,USD,ISK,132.37
2022-06-30,USD,JEP,0.822358
2022-06-30,USD,JMD,150.682281
2022-06-30,USD,JOD,0.709
2022-06-30,USD,JPY,135.80325
2022-06-30,USD,KES,117.877393
2022-06-30,USD,KGS,79.507236
2022-06-30,USD,KHR,4066.147626
2022-06-30,USD,KMF,464.624986
2022-06-30,USD,KPW,900
2022-06-30,USD,KRW,1288.035
2022-06-30,USD,KWD,0.306804
2022-06-30,USD,KYD,0.833241
2022-06-30,USD,KZT,470.251541
2022-06-30,USD,LAK,15031.438603
2022-06-30,USD,LBP,1511.906955
2022-06-30,USD,LKR,360.422245
2022-06-30,USD,LRD,152.501472
2022-06-30,USD,LSL,16.25158
2022-06-30,USD,LYD,4.825262
2022-06-30,USD,MAD,10.155295
2022-06-30,USD,MDL,19.094986
2022-06-30,USD,MGA,4079.115699
2022-06-30,USD,MKD,58.784242
2022-06-30,USD,MMK,1851.099414
2022-06-30,USD,MNT,3127.2388
2022-06-30,USD,MOP,8.079883
2022-06-30,USD,MRU,36.342663
2022-06-30,USD,MUR,45.747767
2022-06-30,USD,MVR,15.349835
2022-06-30,USD,MWK,1026.213257
2022-06-30,USD,MXN,20.108412
2022-06-30,USD,MYR,4.4075
2022-06-30,USD,MZN,63.852684
2022-06-30,USD,NAD,15.839866
2022-06-30,USD,NGN,415.060955
2022-06-30,USD,NIO,35.84725
2022-06-30,USD,NOK,9.84668
2022-06-30,USD,NPR,126.170475
2022-06-30,USD,NZD,1.602693
2022-06-30,USD,OMR,0.38502
2022-06-30,USD,PAB,1
2022-06-30,USD,PEN,3.78573
2022-06-30,USD,PGK,3.568095
2022-06-30,USD,PHP,54.980004
2022-06-30,USD,PKR,204.005834
2022-06-30,USD,PLN,4.486386
2022-06-30,USD,PYG,6850.364093
2022-06-30,USD,QAR,3.662686
2022-06-30,USD,RON,4.7203
2022-06-30,USD,RSD,112.021355
2022-06-30,USD,RUB,54.874996
2022-06-30,USD,RWF,1022.33397
2022-06-30,USD,SAR,3.752119
2022-06-30,USD,SBD,8.159969
2022-06-30,USD,SCR,13.09759
2022-06-30,USD,SDG,456.499564
2022-06-30,USD,SEK,10.231867
2022-06-30,USD,SGD,1.39024
2022-06-30,USD,SHP,0.822358
2022-06-30,USD,SLL,13157.7
2022-06-30,USD,SOS,578.405373
2022-06-30,USD,SRD,22.343
2022-06-30,USD,SSP,130.26
2022-06-30,USD,STD,21980.490504
2022-06-30,USD,STN,23.5
2022-06-30,USD,SVC,8.748648
2022-06-30,USD,SYP,2512.53
2022-06-30,USD,SZL,16.295175
2022-06-30,USD,THB,35.29176
2022-06-30,USD,TJS,9.772709
2022-06-30,USD,TMT,3.51
2022-06-30,USD,TND,3.068768
2022-06-30,USD,TOP,2.347289
2022-06-30,USD,TRY,16.6974
2022-06-30,USD,TTD,6.789551
2022-06-30,USD,TWD,29.670701
2022-06-30,USD,TZS,2332
2022-06-30,USD,UAH,29.51729
2022-06-30,USD,UGX,3752.196002
2022-06-30,USD,USD,1
2022-06-30,USD,UYU,39.485181
2022-06-30,USD,UZS,10863.277607
2022-06-30,USD,VES,5.5022
2022-06-30,USD,VND,23265
2022-06-30,USD,VUV,117.065417
2022-06-30,USD,WST,2.677146
2022-06-30,USD,XAF,626.005755
2022-06-30,USD,XAG,0.04934008
2022-06-30,USD,XAU,0.00055351
2022-06-30,USD,XCD,2.70255
2022-06-30,USD,XDR,0.732822
2022-06-30,USD,XOF,626.005755
2022-06-30,USD,XPD,0.0005172
2022-06-30,USD,XPF,113.88301
2022-06-30,USD,XPT,0.00111112
2022-06-30,USD,YER,250.24995
2022-06-30,USD,ZAR,16.29457
2022-06-30,USD,ZMW,17.012313
2022-06-30,USD,ZWL,322
2022-07-01,USD,AED,3.672995
2022-07-01,USD,AFN,87.706039
2022-07-01,USD,ALL,114.019233
2022-07-01,USD,AMD,405.481478
2022-07-01,USD,ANG,1.801762
2022-07-01,USD,AOA,428.53145
2022-07-01,USD,ARS,125.507149
2022-07-01,USD,AUD,1.467159
2022-07-01,USD,AWG,1.7975
2022-07-01,USD,AZN,1.7
2022-07-01,USD,BAM,1.871053
2022-07-01,USD,BBD,2
2022-07-01,USD,BDT,93.450375
2022-07-01,USD,BGN,1.881942
2022-07-01,USD,BHD,0.377152
2022-07-01,USD,BIF,2057.686319
2022-07-01,USD,BMD,1
2022-07-01,USD,BND,1.394419
2022-07-01,USD,BOB,6.873176
2022-07-01,USD,BRL,5.33245
2022-07-01,USD,BSD,1
2022-07-01,USD,BTC,5.1492855e-05
2022-07-01,USD,BTN,78.916587
2022-07-01,USD,BWP,12.307339
2022-07-01,USD,BYN,3.375616
2022-07-01,USD,BZD,2.015192
2022-07-01,USD,CAD,1.28855
2022-07-01,USD,CDF,1999.646054
2022-07-01,USD,CHF,0.959174
2022-07-01,USD,CLF,0.033798
2022-07-01,USD,CLP,932.58
2022-07-01,USD,CNH,6.705
2022-07-01,USD,CNY,6.701
2022-07-01,USD,COP,4161.325002
2022-07-01,USD,CRC,685.681582
2022-07-01,USD,CUC,1
2022-07-01,USD,CUP,25.75
2022-07-01,USD,CVE,104.8267
2022-07-01,USD,CZK,23.736
2022-07-01,USD,DJF,177.977589
2022-07-01,USD,DKK,7.13375
2022-07-01,USD,DOP,54.765577
2022-07-01,USD,DZD,146.586686
2022-07-01,USD,EGP,18.806772
2022-07-01,USD,ERN,15.000001
2022-07-01,USD,ETB,52.144262
2022-07-01,USD,EUR,0.958856
2022-07-01,USD,FJD,2.19785
2022-07-01,USD,FKP,0.826806
2022-07-01,USD,GBP,0.826806
2022-07-01,USD,GEL,2.940309
2022-07-01,USD,GGP,0.826806
2022-07-01,USD,GHS,8.067537
2022-07-01,USD,GIP,0.826806
2022-07-01,USD,GMD,54.090117
2022-07-01,USD,GNF,8684.824376
2022-07-01,USD,GTQ,7.750428
2022-07-01,USD,GYD,209.162858
2022-07-01,USD,HKD,7.84636
2022-07-01,USD,HNL,24.575484
2022-07-01,USD,HRK,7.2241
2022-07-01,USD,HTG,114.919005
2022-07-01,USD,HUF,383.64
2022-07-01,USD,IDR,14975.15
2022-07-01,USD,ILS,3.53163
2022-07-01,USD,IMP,0.826806
2022-07-01,USD,INR,78.9509
2022-07-01,USD,IQD,1459.113187
2022-07-01,USD,IRR,42350.000111
2022-07-01,USD,ISK,133.58
2022-07-01,USD,JEP,0.826806
2022-07-01,USD,JMD,150.505606
2022-07-01,USD,JOD,0.709
2022-07-01,USD,JPY,135.225
2022-07-01,USD,KES,117.87
2022-07-01,USD,KGS,79.502471
2022-07-01,USD,KHR,4068.939201
2022-07-01,USD,KMF,464.625003
2022-07-01,USD,KPW,900
2022-07-01,USD,KRW,1298.89
2022-07-01,USD,KWD,0.306997
2022-07-01,USD,KYD,0.833054
2022-07-01,USD,KZT,464.217607
2022-07-01,USD,LAK,15013.922471
2022-07-01,USD,LBP,1511.610225
2022-07-01,USD,LKR,359.905335
2022-07-01,USD,LRD,152.498254
2022-07-01,USD,LSL,16.257108
2022-07-01,USD,LYD,4.830337
2022-07-01,USD,MAD,10.054242
2022-07-01,USD,MDL,19.098633
2022-07-01,USD,MGA,4076.399422
2022-07-01,USD,MKD,58.941984
2022-07-01,USD,MMK,1851.012327
2022-07-01,USD,MNT,3127.2388
2022-07-01,USD,MOP,8.080437
2022-07-01,USD,MRU,36.459559
2022-07-01,USD,MUR,45.707162
2022-07-01,USD,MVR,15.3502
2022-07-01,USD,MWK,1026.165596
2022-07-01,USD,MXN,20.2619
2022-07-01,USD,MYR,4.407
2022-07-01,USD,MZN,63.852554
2022-07-01,USD,NAD,15.839814
2022-07-01,USD,NGN,415.26
2022-07-01,USD,NIO,35.845826
2022-07-01,USD,NOK,9.934754
2022-07-01,USD,NPR,126.266842
2022-07-01,USD,NZD,1.610806
2022-07-01,USD,OMR,0.385133
2022-07-01,USD,PAB,1
2022-07-01,USD,PEN,3.827381
2022-07-01,USD,PGK,3.544567
2022-07-01,USD,PHP,55.074498
2022-07-01,USD,PKR,204.571237
2022-07-01,USD,PLN,4.50368
2022-07-01,USD,PYG,6842.195532
2022-07-01,USD,QAR,3.661019
2022-07-01,USD,RON,4.7431
2022-07-01,USD,RSD,112.593082
2022-07-01,USD,RUB,56.800099
2022-07-01,USD,RWF,1022.566513
2022-07-01,USD,SAR,3.752338
2022-07-01,USD,SBD,8.159969
2022-07-01,USD,SCR,12.866288
2022-07-01,USD,SDG,456.504172
2022-07-01,USD,SEK,10.303065
2022-07-01,USD,SGD,1.396185
2022-07-01,USD,SHP,0.826806
2022-07-01,USD,SLL,13157.7
2022-07-01,USD,SOS,578.392882
2022-07-01,USD,SRD,22.343
2022-07-01,USD,SSP,130.26
2022-07-01,USD,STD,21980.490504
2022-07-01,USD,STN,23.5
2022-07-01,USD,SVC,8.747644
2022-07-01,USD,SYP,2512.53
2022-07-01,USD,SZL,16.18757
2022-07-01,USD,THB,35.574313
2022-07-01,USD,TJS,9.822069
2022-07-01,USD,TMT,3.51
2022-07-01,USD,TND,3.068767
2022-07-01,USD,TOP,2.344
2022-07-01,USD,TRY,16.74751
2022-07-01,USD,TTD,6.791382
2022-07-01,USD,TWD,29.8116
2022-07-01,USD,TZS,2328
2022-07-01,USD,UAH,29.53958
2022-07-01,USD,UGX,3744.059343
2022-07-01,USD,USD,1
2022-07-01,USD,UYU,39.485181
2022-07-01,USD,UZS,10846.757422
2022-07-01,USD,VES,5.5022
2022-07-01,USD,VND,23308.5
2022-07-01,USD,VUV,117.065417
2022-07-01,USD,WST,2.677146
2022-07-01,USD,XAF,628.968005
2022-07-01,USD,XAG,0.05032724
2022-07-01,USD,XAU,0.00055276
2022-07-01,USD,XCD,2.70255
2022-07-01,USD,XDR,0.72846
2022-07-01,USD,XOF,628.968005
2022-07-01,USD,XPD,0.0005089
2022-07-01,USD,XPF,114.421902
2022-07-01,USD,XPT,0.00112201
2022-07-01,USD,YER,250.249937
2022-07-01,USD,ZAR,16.4494
2022-07-01,USD,ZMW,16.780244
2022-07-01,USD,ZWL,322
2022-07-02,USD,AED,3.672995
2022-07-02,USD,AFN,87.706039
2022-07-02,USD,ALL,114.019233
2022-07-02,USD,AMD,405.481478
2022-07-02,USD,ANG,1.801762
2022-07-02,USD,AOA,428.53145
2022-07-02,USD,ARS,125.507149
2022-07-02,USD,AUD,1.467159
2022-07-02,USD,AWG,1.7975
2022-07-02,USD,AZN,1.7
2022-07-02,USD,BAM,1.871053
2022-07-02,USD,BBD,2
2022-07-02,USD,BDT,93.450375
2022-07-02,USD,BGN,1.881942
2022-07-02,USD,BHD,0.377152
2022-07-02,USD,BIF,2057.686319
2022-07-02,USD,BMD,1
2022-07-02,USD,BND,1.394419
2022-07-02,USD,BOB,6.873176
2022-07-02,USD,BRL,5.33245
2022-07-02,USD,BSD,1
2022-07-02,USD,BTC,5.1927147e-05
2022-07-02,USD,BTN,78.916587
2022-07-02,USD,BWP,12.307339
2022-07-02,USD,BYN,3.375616
2022-07-02,USD,BZD,2.015192
2022-07-02,USD,CAD,1.28855
2022-07-02,USD,CDF,1999.646054
2022-07-02,USD,CHF,0.959025
2022-07-02,USD,CLF,0.033798
2022-07-02,USD,CLP,932.58
2022-07-02,USD,CNH,6.705
2022-07-02,USD,CNY,6.701
2022-07-02,USD,COP,4161.325002
2022-07-02,USD,CRC,685.681582
2022-07-02,USD,CUC,1
2022-07-02,USD,CUP,25.75
2022-07-02,USD,CVE,104.913806
2022-07-02,USD,CZK,23.736
2022-07-02,USD,DJF,177.977589
2022-07-02,USD,DKK,7.13375
2022-07-02,USD,DOP,54.765577
2022-07-02,USD,DZD,146.586686
2022-07-02,USD,EGP,18.806772
2022-07-02,USD,ERN,15.000001
2022-07-02,USD,ETB,52.144262
2022-07-02,USD,EUR,0.958856
2022-07-02,USD,FJD,2.19785
2022-07-02,USD,FKP,0.826105
2022-07-02,USD,GBP,0.826105
2022-07-02,USD,GEL,2.940346
2022-07-02,USD,GGP,0.826105
2022-07-02,USD,GHS,8.067537
2022-07-02,USD,GIP,0.826105
2022-07-02,USD,GMD,54.090197
2022-07-02,USD,GNF,8684.824376
2022-07-02,USD,GTQ,7.750428
2022-07-02,USD,GYD,209.162858
2022-07-02,USD,HKD,7.84636
2022-07-02,USD,HNL,24.575484
2022-07-02,USD,HRK,7.2241
2022-07-02,USD,HTG,114.919005
2022-07-02,USD,HUF,383.64
2022-07-02,USD,IDR,14975.15
2022-07-02,USD,ILS,3.53163
2022-07-02,USD,IMP,0.826105
2022-07-02,USD,INR,78.9509
2022-07-02,USD,IQD,1459.113187
2022-07-02,USD,IRR,42350.000176
2022-07-02,USD,ISK,133.58
2022-07-02,USD,JEP,0.826105
2022-07-02,USD,JMD,150.505606
2022-07-02,USD,JOD,0.709
2022-07-02,USD,JPY,135.225
2022-07-02,USD,KES,117.87
2022-07-02,USD,KGS,79.504401
2022-07-02,USD,KHR,4068.939201
2022-07-02,USD,KMF,464.625006
2022-07-02,USD,KPW,900
2022-07-02,USD,KRW,1298.89
2022-07-02,USD,KWD,0.306997
2022-07-02,USD,KYD,0.833054
2022-07-02,USD,KZT,464.217607
2022-07-02,USD,LAK,15013.922471
2022-07-02,USD,LBP,1511.610225
2022-07-02,USD,LKR,359.905335
2022-07-02,USD,LRD,152.501882
2022-07-02,USD,LSL,16.257108
2022-07-02,USD,LYD,4.830337
2022-07-02,USD,MAD,10.054242
2022-07-02,USD,MDL,19.098633
2022-07-02,USD,MGA,4076.399422
2022-07-02,USD,MKD,58.941984
2022-07-02,USD,MMK,1851.012327
2022-07-02,USD,MNT,3127.2388
2022-07-02,USD,MOP,8.080437
2022-07-02,USD,MRU,36.459559
2022-07-02,USD,MUR,45.707162
2022-07-02,USD,MVR,15.350189
2022-07-02,USD,MWK,1026.165596
2022-07-02,USD,MXN,20.2619
2022-07-02,USD,MYR,4.407
2022-07-02,USD,MZN,63.85269
2022-07-02,USD,NAD,15.840192
2022-07-02,USD,NGN,415.26
2022-07-02,USD,NIO,35.845826
2022-07-02,USD,NOK,9.934754
2022-07-02,USD,NPR,126.266842
2022-07-02,USD,NZD,1.610806
2022-07-02,USD,OMR,0.385133
2022-07-02,USD,PAB,1
2022-07-02,USD,PEN,3.827381
2022-07-02,USD,PGK,3.544567
2022-07-02,USD,PHP,55.074498
2022-07-02,USD,PKR,204.571237
2022-07-02,USD,PLN,4.50368
2022-07-02,USD,PYG,6842.195532
2022-07-02,USD,QAR,3.661019
2022-07-02,USD,RON,4.7431
2022-07-02,USD,RSD,112.593082
2022-07-02,USD,RUB,56.800099
2022-07-02,USD,RWF,1022.566513
2022-07-02,USD,SAR,3.752338
2022-07-02,USD,SBD,8.159969
2022-07-02,USD,SCR,12.866288
2022-07-02,USD,SDG,456.501226
2022-07-02,USD,SEK,10.303065
2022-07-02,USD,SGD,1.396185
2022-07-02,USD,SHP,0.826105
